Date,Close,High,Low,Open,Volume
2010-10-04,8.364805221557617,8.492689825964735,8.338686723821786,8.453664387830996,435302000
2010-10-05,8.674015045166016,8.689324456191898,8.460270881037294,8.465675428588687,501967200
2010-10-06,8.681516647338867,8.765573290857617,8.563537699524945,8.69352496830542,670868800
2010-10-07,8.68242073059082,8.720246153335841,8.613074656640844,8.716043239517079,408399600
2010-10-08,8.828018188476562,8.840926737429504,8.705837085218757,8.757170672084527,658403200
2010-10-11,8.866740226745605,8.923178531357008,8.843926021089182,8.848128933255612,427753200
2010-10-12,8.962203025817871,8.991022989346193,8.780580821303936,8.868239940455837,558544000
2010-10-13,9.010238647460938,9.064874910841958,9.000031573475425,9.012039895811322,630092400
2010-10-14,9.075383186340332,9.080185713964651,9.018043844253866,9.056770285504228,435296400
2010-10-15,9.448530197143555,9.45633560517948,9.153432545585064,9.229383165875891,922194000
2010-10-18,9.546395301818848,9.576414495249344,9.435020150204531,9.56050467544548,1093010800
2010-10-19,9.290925025939941,9.41941084987622,9.006634849511935,9.108102753719557,1232784000
2010-10-20,9.32214641571045,9.433821399111464,9.212273482130954,9.276215789098567,721624400
2010-10-21,9.291825294494629,9.448529857464793,9.21017032430133,9.377081958951525,551460000
2010-10-22,9.230283737182617,9.307435185688309,9.1951606051819,9.278315411796765,372778000
2010-10-25,9.27140998840332,9.354264978544625,9.259401670285722,9.278915588038505,392462000
2010-10-26,9.24769401550293,9.298427953016299,9.175644914241035,9.212270281541013,392929600
2010-10-27,9.241095542907715,9.303236621119288,9.174150333041684,9.235691796623266,399002800
2010-10-28,9.16334056854248,9.246195578908084,9.03305349165792,9.244694137965208,551051200
2010-10-29,9.035452842712402,9.182551544457208,9.032150154164718,9.13301843085285,430511200
2010-11-01,9.131518363952637,9.17414710133406,9.072078779009704,9.072679195052029,423889200
2010-11-02,9.28702449798584,9.311941369335267,9.216177791651475,9.216177791651475,433930000
2010-11-03,9.390294075012207,9.392695739695116,9.262108028245027,9.347364719617088,508348400
2010-11-04,9.554502487182617,9.611841018229986,9.457236689129218,9.469845426334844,642488000
2010-11-05,9.520278930664062,9.593528087642484,9.508871827006615,9.546096821563248,361253200
2010-11-08,9.565008163452148,9.59953087997262,9.509170278764692,9.522379430365127,281758400
2010-11-09,9.488761901855469,9.645467348615012,9.441330617719522,9.637961744103109,383544000
2010-11-10,9.547295570373535,9.56951015839713,9.41280480548892,9.505567063605053,384227200
2010-11-11,9.505870819091797,9.55840602405252,9.433821690572131,9.4563368929301,361284000
2010-11-12,9.24709415435791,9.501364295077703,9.115006654477384,9.486354698065032,795846800
2010-11-15,9.217378616333008,9.322449045788971,9.194262993592895,9.260007364636301,403606000
2010-11-16,9.053763389587402,9.234183939581488,8.985617394559224,9.177746454180195,657650000
2010-11-17,9.021047592163086,9.125817415754618,8.938792174146219,9.04206135801562,479449600
2010-11-18,9.259102821350098,9.296327809743616,9.146828241824984,9.162137646574202,494491200
2010-11-19,9.20806884765625,9.258202377354436,9.163339061541297,9.245293835161762,384843200
2010-11-22,9.4071044921875,9.4071044921875,9.182253876338141,9.206569525623182,393075200
2010-11-23,9.268107414245605,9.358769415526591,9.202964291713835,9.319742381163785,519447600
2010-11-24,9.450331687927246,9.468344168472886,9.358771050835912,9.366275048627978,413725200
2010-11-26,9.456334114074707,9.537388658419838,9.394492878788393,9.418508713488539,237585600
2010-11-29,9.51247501373291,9.530786502682796,9.347664398571128,9.471346910941561,445785200
2010-11-30,9.340758323669434,9.437123087985507,9.33235249963674,9.412506031889757,501858000
2010-12-01,9.49836254119873,9.538889413051054,9.456334228746291,9.464439442792079,461750800
2010-12-02,9.550899505615234,9.576415984323495,9.45303329647641,9.532286608781106,462837200
2010-12-03,9.529582023620605,9.565905978944116,9.496559954554407,9.516673484071811,342092800
2010-12-06,9.610944747924805,9.676388521852372,9.55900913840951,9.565613717757483,448481600
2010-12-07,9.55270004272461,9.726215451845526,9.549998571616355,9.720512702449643,391454000
2010-12-08,9.636754035949707,9.637054644695176,9.519676148257822,9.595326142707506,321935600
2010-12-09,9.59923267364502,9.68148727200389,9.577017278612182,9.670380776922883,294151200
2010-12-10,9.623246192932129,9.637955982578656,9.564406232722602,9.595927668607114,262511200
2010-12-13,9.656569480895996,9.758338794610884,9.63645674651105,9.73762484257792,439815600
2010-12-14,9.615142822265625,9.682688425702619,9.576416387710596,9.658371976400359,351008000
2010-12-15,9.617244720458984,9.696497234818008,9.582120782066683,9.606436429849541,417312000
2010-12-16,9.643960952758789,9.684788438288733,9.609438235909865,9.639157624858386,322030800
2010-12-17,9.624750137329102,9.660173885207852,9.61334223155715,9.655370556461767,386929200
2010-12-20,9.67278003692627,9.704001668015465,9.553300462905748,9.654467750272229,385610400
2010-12-21,9.732522964477539,9.73822651710497,9.6679802322502,9.69649879701105,256354000
2010-12-22,9.76133918762207,9.778150834782599,9.713006904470738,9.737323350444774,265921600
2010-12-23,9.714510917663574,9.761041965226529,9.701602371701643,9.75653924507077,223157200
2010-12-27,9.746932029724121,9.76974784319855,9.652068683833091,9.691995956601497,249816000
2010-12-28,9.770647048950195,9.806370600434803,9.75833892110048,9.78385540003654,175924000
2010-12-29,9.765241622924805,9.800064945175635,9.759537270788876,9.793159761181974,163139200
2010-12-30,9.71630859375,9.771845061205916,9.697996309359658,9.77094483815521,157494400
2010-12-31,9.68328857421875,9.710906910233263,9.645762972804901,9.694996286101372,193508000
2011-01-03,9.893730163574219,9.914444118041562,9.751735364401682,9.775751206579976,445138400
2011-01-04,9.945364952087402,9.981688922693676,9.851101230251235,9.979887674443676,309080800
2011-01-05,10.026718139648438,10.036925212672118,9.89162773259404,9.893129173556371,255519600
2011-01-06,10.0186128616333,10.064242875029139,9.99369599809402,10.04833225161674,300428800
2011-01-07,10.090362548828125,10.097266933467267,9.963677151076865,10.026419433826323,311931200
2011-01-10,10.280385971069336,10.303801389545463,10.1218801815896,10.171713098041788,448560000
2011-01-11,10.256072998046875,10.355738856882967,10.190929058383762,10.353337994281711,444108000
2011-01-12,10.339529037475586,10.33982964635659,10.266881089609374,10.304406697442811,302590400
2011-01-13,10.37735366821289,10.40617364067416,10.322417599767652,10.361743651419992,296780400
